Station,StationCode,Date,Time,Month,Year,Chla,Pheophytin,TotAlkalinity,DissAmmonia,DissBromide,DissCalcium,DissChloride,DissNitrateNitrite,DOC,TOC,DON,DissOrthophos,TotPhos,DissSilica,TDS,TSS,VSS,TKN,Program,SpecificConductance,pH,Temperature,DO,Turbidity,DissTKN
D19 - Frank's Tract near Russo's Laing,D19,11/13/2017 0:00,112,11,2017,1.02,0.65,NA,0.06,NA,11,21,0.45,2.2,2.2,0.2,0.05,0.06,14,106,4,1,0.3,EMP,NA,NA,NA,NA,NA,NA
D19 - Frank's Tract near Russo's Laing,D19,12/11/2017 0:00,113,12,2017,1.37,0.67,NA,0.12,NA,17,186,0.51,2.7,2.7,0.3,0.07,0.07,16.8,460,6,1,0.4,EMP,NA,NA,NA,NA,NA,NA
D19 - Frank's Tract near Russo's Laing,D19,1/8/2018 0:00,114,1,2018,2.26,0.88,NA,0.14,NA,17,190,0.48,2.6,2.6,0.3,0.06,0.06,16.8,469,4,NA,0.4,EMP,NA,NA,NA,NA,NA,NA
D19 - Frank's Tract near Russo's Laing,D19,2/6/2018 0:00,115,2,2018,1.66,1.24,NA,0.07,NA,15,45,0.63,3.8,3.8,0.4,0.07,0.07,18.9,187,4,1,0.6,EMP,NA,NA,NA,NA,NA,NA
D19 - Frank's Tract near Russo's Laing,D19,3/12/2018 0:00,116,3,2018,3.18,0.62,NA,0.06,NA,17,31,0.57,4.2,4.3,0.3,0.06,0.07,15.9,165,3,NA,0.5,EMP,NA,NA,NA,NA,NA,NA
D19 - Frank's Tract near Russo's Laing,D19,4/9/2018 0:00,117,4,2018,4.02,0.87,NA,0.05,NA,12,18,0.35,4,4.1,0.3,0.06,0.06,14.1,114,2,NA,0.5,EMP,NA,NA,NA,NA,NA,NA
D19 - Frank's Tract near Russo's Laing,D19,5/8/2018 0:00,118,5,2018,1.96,0.91,NA,0.03,NA,13,21,0.28,3.7,3.7,0.2,0.06,0.07,10.9,120,2,NA,0.3,EMP,NA,NA,NA,NA,NA,NA
D19 - Frank's Tract near Russo's Laing,D19,6/4/2018 0:00,119,6,2018,2.13,0.66,NA,0.02,NA,11,19,0.29,2.7,2.7,0.2,0.07,0.07,10.9,110,3,NA,0.3,EMP,NA,NA,NA,NA,NA,NA
D19 - Frank's Tract near Russo's Laing,D19,7/19/2018 0:00,120,7,2018,3.34,0.94,NA,0.02,NA,11,64,0.21,2.3,2.3,0.1,0.07,0.07,11.9,197,2,NA,0.2,EMP,NA,NA,NA,NA,NA,NA
D19 - Frank's Tract near Russo's Laing,D19,8/3/2018 0:00,121,8,2018,2.56,1.08,NA,0.024,NA,11.4,81,0.153,2.2,2.2,0.1,0.07,0.07,11.3,228,2,NA,0.186,EMP,NA,NA,NA,NA,NA,NA
D19 - Frank's Tract near Russo's Laing,D19,9/14/2018 0:00,122,9,2018,1.67,0.62,NA,0.03,NA,19,232,0.18,2.2,2.2,0.13,0.068,0.078,14.1,565,2,1,0.185,EMP,NA,NA,NA,NA,NA,NA
D19 - Frank's Tract near Russo's Laing,D19,10/15/2018 0:00,123,10,2018,1.35,0.5,NA,0.04,NA,17,215,0.26,2,2,0.11,0.077,0.08,14.5,539,2,NA,0.2,EMP,NA,NA,NA,NA,NA,NA
D19 - Frank's Tract near Russo's Laing,D19,11/29/2018 0:00,124,11,2018,5.46,15.4,NA,0.137,NA,16.9,230,1.88,2.4,2.6,0.21,NA,0.09,13.1,554,40,6,0.6,EMP,NA,NA,NA,NA,NA,NA
D19 - Frank's Tract near Russo's Laing,D19,12/12/2018 0:00,125,12,2018,1.06,0.65,NA,0.138,NA,19.4,225,0.579,3.1,3.1,0.35,0.07,0.072,16,557,2,NA,0.38,EMP,NA,NA,NA,NA,NA,NA
D19 - Frank's Tract near Russo's Laing,D19,1/11/2019 0:00,126,1,2019,1.45,2.81,NA,0.15,NA,20,168,0.67,3.8,3.8,0.3,0.068,0.09,11.7,448,16,2,0.6,EMP,NA,NA,NA,NA,NA,NA
D19 - Frank's Tract near Russo's Laing,D19,2/13/2019 0:00,127,2,2019,3.55,13.55,NA,0.08,NA,15.6,24.5,0.7,5.7,5.9,0.4,0.074,0.19,18.3,146,134,22,1,EMP,NA,NA,NA,NA,NA,NA
D19 - Frank's Tract near Russo's Laing,D19,3/13/2019 0:00,128,3,2019,0.85,0.74,NA,0.06,NA,13,18.5,0.53,4.8,4.8,0.3,0.081,0.08,14.5,133,8,1,0.5,EMP,NA,NA,NA,NA,NA,NA
D19 - Frank's Tract near Russo's Laing,D19,4/11/2019 0:00,129,4,2019,1.7,0.61,NA,NA,NA,11.6,18,0.24,3,3,0.2,NA,0.05,12.7,109,2,NA,0.216,EMP,NA,NA,NA,NA,NA,NA
D19 - Frank's Tract near Russo's Laing,D19,5/10/2019 0:00,130,5,2019,1.39,0.97,NA,NA,NA,10,13,0.094,2.4,2.4,0.16,NA,0.04,10.9,86,2,NA,0.2,EMP,NA,NA,NA,NA,NA,NA
D19 - Frank's Tract near Russo's Laing,D19,6/7/2019 0:00,131,6,2019,NA,NA,NA,NA,NA,8.5,9,0.155,2.2,2.2,0.2,0.054,0.06,12.7,68,3,NA,0.215,EMP,NA,NA,NA,NA,NA,NA
D19 - Frank's Tract near Russo's Laing,D19,7/9/2019 0:00,132,7,2019,1.34,0.93,NA,NA,NA,8.67,9.06,0.175,2.1,2.1,0.14,0.06,0.06,13,75,4,1,0.207,EMP,NA,NA,NA,NA,NA,NA
D19 - Frank's Tract near Russo's Laing,D19,8/6/2019 0:00,133,8,2019,1.72,1.27,NA,NA,NA,11,69.5,0.171,1.9,2.4,0.18,0.07,0.07,12.3,202,3,2,0.229,EMP,NA,NA,NA,NA,NA,NA
D19 - Frank's Tract near Russo's Laing,D19,9/4/2019 0:00,134,9,2019,1.69,0.89,54,NA,0.06,10.5,20.4,0.185,2.2,2.2,0.19,0.062,0.06,13.7,108,3,1,0.22,EMP,NA,NA,NA,NA,NA,NA
D19 - Frank's Tract near Russo's Laing,D19,10/3/2019 0:00,135,10,2019,1.35,0.72,54,NA,NA,10,12,0.22,2,2,NA,0.061,0.054,15,100,3.6,1.1,NA,EMP,NA,NA,NA,NA,NA,NA
D19 - Frank's Tract near Russo's Laing,D19,11/4/2019 0:00,136,11,2019,1.37,0.59,49,NA,NA,10,13,0.35,2.1,2.1,NA,0.06,0.054,13,110,3.8,1.8,NA,EMP,NA,NA,NA,NA,NA,NA
D19 - Frank's Tract near Russo's Laing,D19,12/3/2019 0:00,137,12,2019,2,5.07,53,0.12,0.44,14,150,0.38,2.1,2.1,NA,0.13,NA,14,350,22,4.3,0.63,EMP,NA,NA,NA,NA,NA,NA
D19 - Frank's Tract near Russo's Laing,D19,1/15/2020 0:00,138,1,2020,1.45,0.58,73,NA,0.54,17,72,0.57,2.9,2.7,NA,0.061,0.1,18,240,5.6,NA,0.28,EMP,NA,NA,NA,NA,NA,NA
D19 - Frank's Tract near Russo's Laing,D19,2/13/2020 0:00,139,2,2020,1.66,1.32,77,0.1,0.24,14,40,0.49,2.9,2.8,NA,0.053,0.064,19,180,11,NA,0.24,EMP,NA,NA,NA,NA,NA,NA
D19 - Frank's Tract near Russo's Laing,D19,3/2/2020 0:00,140,3,2020,2.9,1.31,82,NA,0.21,16,29,0.48,3.7,3.7,NA,0.047,0.11,18,170,4,NA,0.38,EMP,NA,NA,NA,NA,NA,NA
D19 - Frank's Tract near Russo's Laing,D19,6/10/2020 0:00,141,6,2020,1.78,0.86,63,NA,0.107,12.1,35.5,0.3,2.4,2.3,0.22,0.081,0.08,12,153,2.7,NA,0.254,EMP,NA,NA,NA,NA,NA,NA
D19 - Frank's Tract near Russo's Laing,D19,7/9/2020 0:00,142,7,2020,3.27,0.86,57,NA,0.2,12,68,0.17,2.1,2,0.22,0.07,0.07,13.3,210,2.7,1,0.249,EMP,NA,NA,NA,NA,NA,NA
D19 - Frank's Tract near Russo's Laing,D19,8/10/2020 0:00,143,8,2020,3.87,1.4,60,NA,0.42,13.9,131,NA,2.1,2.2,0.2,0.055,0.08,10.8,342,4.3,NA,0.223,EMP,NA,NA,NA,NA,NA,NA
D19 - Frank's Tract near Russo's Laing,D19,9/8/2020 0:00,144,9,2020,5.32,1.98,56,NA,0.68,17,218,0.159,2,1.9,0.2,0.071,0.07,13.2,534,3.6,NA,0.3,EMP,NA,NA,NA,NA,NA,NA
D19 - Frank's Tract near Russo's Laing,D19,10/7/2020 0:00,145,10,2020,2.13,1.2,72,NA,0.626,17,189,0.2,2,1.9,0.16,0.075,0.07,12,513,NA,NA,0.2,EMP,NA,NA,NA,NA,NA,NA
D19 - Frank's Tract near Russo's Laing,D19,11/5/2020 0:00,146,11,2020,1.69,0.75,64,NA,NA,17,219,0.26,2,1.9,0.2,0.073,0.07,11.6,532,NA,NA,0.217,EMP,NA,NA,NA,NA,NA,NA
D19 - Frank's Tract near Russo's Laing,D19,12/4/2020 0:00,147,12,2020,1.57,1.17,67,NA,0.76,17,214.72,0.34,2.5,2.5,0.2,0.061,0.06,12.1,564,2.6,NA,0.252,EMP,NA,NA,NA,NA,NA,NA
D19 - Frank's Tract near Russo's Laing,D19,3/4/2021 0:00,148,3,2021,2.68,0.74,82,0.059,0.2203,18.8,69.8,0.678,4.8,4.8,0.38,0.083,0.082,19.1,252,4.7,2.5,0.5,EMP,NA,NA,NA,NA,NA,NA
D19 - Frank's Tract near Russo's Laing,D19,4/2/2021 0:00,149,4,2021,1.94,0.64,82.8,0.05,0.1251,18.1,43.33,0.473,4,4,0.27,0.074,0.068,16.5,235,3.9,2.5,0.357,EMP,NA,NA,NA,NA,NA,NA
D19 - Frank's Tract near Russo's Laing,D19,5/4/2021 0:00,150,5,2021,1.01,0.52,84.3,0.05,0.22,16.4,69.07,0.264,2.9,2.9,0.18,0.076,0.07,12.5,247,3.8,2.5,0.234,EMP,NA,NA,NA,NA,NA,NA
D19 - Frank's Tract near Russo's Laing,D19,6/2/2021 0:00,151,6,2021,1.42,0.83,73.8,0.05,0.999,19.8,258,0.212,2.4,2.3,0.2,0.081,0.076,12.3,616,4.8,2.5,0.17,EMP,NA,NA,NA,NA,NA,NA
D19 - Frank's Tract near Russo's Laing,D19,7/15/2021 0:00,152,7,2021,4.31,1.1,68.6,0.05,0.506,16.2,164,0.052,2.6,2.7,0.22,0.09,0.09,10.9,377,2.9,2.5,0.285,EMP,NA,NA,NA,NA,NA,NA
D19 - Frank's Tract near Russo's Laing,D19,8/13/2021 0:00,153,8,2021,15.3,2.19,67.3,0.05,0.44,15.2,136,0.05,2.7,2.8,0.24,0.078,0.081,12.5,345,4.7,3,0.305,EMP,NA,NA,NA,NA,NA,NA
D19 - Frank's Tract near Russo's Laing,D19,9/13/2021 0:00,154,9,2021,2.42,0.74,75.3,0.05,0.52,15.7,134,0.078,2.5,2.3,0.18,0.079,0.064,13.5,360,4.9,2.5,0.231,EMP,NA,NA,NA,NA,NA,NA
D19 - Frank's Tract near Russo's Laing,D19,10/14/2021 0:00,155,10,2021,1.42,0.57,77.7,0.05,0.822,18.5,260,0.05,2.1,2.2,0.17,0.055,0.056,11,572,2.5,2.5,0.195,EMP,NA,NA,NA,NA,NA,NA
D19 - Frank's Tract near Russo's Laing,D19,11/9/2021 0:00,156,11,2021,1.39,2.47,66.4,0.068,0.37,15.8,131,0.408,3.8,3.7,0.38,0.062,0.076,13.4,341,12.2,2.5,0.406,EMP,NA,NA,NA,NA,NA,NA
D4 - Sacramento River above Point Sacramento,D4,3/8/2021 0:00,157,3,2021,4.69,1.04,88,0.134,8.111,67,2481,0.582,2.2,2.2,0.21,0.091,0.116,16.9,4780,44.1,7.6,0.41,EMP,NA,NA,NA,NA,NA,NA
D4 - Sacramento River above Point Sacramento,D4,4/6/2021 0:00,158,4,2021,7.38,2.19,87.5,0.073,6.07,53.1,1839.9,0.464,2.4,2.5,0.24,0.085,0.103,14.4,3636,48.5,7.7,0.422,EMP,NA,NA,NA,NA,NA,NA
D4 - Sacramento River above Point Sacramento,D4,5/6/2021 0:00,159,5,2021,2.28,1.66,88.2,0.096,8.85,73,2760,0.418,2,1.9,0.16,0.08,0.111,12.8,5240,50,7.7,0.385,EMP,NA,NA,NA,NA,NA,NA
D4 - Sacramento River above Point Sacramento,D4,6/4/2021 0:00,160,6,2021,3.74,0.57,84,0.065,10.3,80.1,2940,0.396,1.6,1.7,0.11,0.092,0.094,12,5736,24.8,4.4,0.259,EMP,NA,NA,NA,NA,NA,NA
D4 - Sacramento River above Point Sacramento,D4,7/19/2021 0:00,161,7,2021,2.94,0.67,79.4,NA,NA,77.4,3210,0.149,1.6,1.6,0.15,0.087,0.09,10.1,5788,13.3,3.1,0.222,EMP,NA,NA,NA,NA,NA,NA
D4 - Sacramento River above Point Sacramento,D4,8/17/2021 0:00,162,8,2021,2.91,1.4,76.7,NA,NA,76.4,3030,0.104,1.7,1.6,0.25,0.089,0.1,9.34,6300,22.1,5.3,0.273,EMP,NA,NA,NA,NA,NA,NA
D4 - Sacramento River above Point Sacramento,D4,9/14/2021 0:00,163,9,2021,2.08,0.93,78.5,NA,NA,83.2,3080,0.125,1.6,1.5,0.21,0.083,0.075,9.96,5922,15.5,2.5,0.177,EMP,NA,NA,NA,NA,NA,NA
D4 - Sacramento River above Point Sacramento,D4,10/22/2021 0:00,164,10,2021,0.53,2.63,84.7,0.057,NA,90,3700,0.169,1.3,1.3,NA,0.083,0.086,10.2,7220,16.9,3.9,0.212,EMP,NA,NA,NA,NA,NA,NA
D4 - Sacramento River above Point Sacramento,D4,11/12/2021 0:00,165,11,2021,1.42,1.14,69.3,0.118,NA,44.4,1400,0.508,3.1,3.1,0.35,0.084,0.104,15.2,2840,25.2,4.4,0.479,EMP,NA,NA,NA,NA,NA,NA
D16 - San Joaquin River @ Twitchell Island,D16,12/9/2021 0:00,166,12,2021,1.24,1.49,78,0.051,1.47,26.7,490,0.536,2.9,2.9,0.19,0.075,0.078,19,1060,12.1,2.5,0.276,EMP,NA,NA,NA,NA,NA,NA
D19 - Frank's Tract near Russo's Landing,D19,12/9/2021 0:00,167,12,2021,2.22,1.58,75.1,0.096,0.468,19.2,168,0.457,3.5,3.5,0.22,0.057,0.064,16.1,422,6,2.5,0.411,EMP,NA,NA,NA,NA,NA,NA
D22 - Sacramento River @ Emmaton,D22,12/13/2021 0:00,168,12,2021,1.02,1.57,82.4,0.125,NA,68.7,2490,0.524,2.3,2.3,0.27,0.086,0.117,16.9,4840,46,9.3,0.424,EMP,NA,NA,NA,NA,NA,NA
D26 - San Joaquin River @ Potato Point,D26,12/10/2021 0:00,169,12,2021,0.5,3.19,75.8,0.05,NA,18.3,124,0.525,3.6,3.5,0.35,0.071,0.072,18.3,347,9.7,2.5,0.406,EMP,NA,NA,NA,NA,NA,NA
D4 - Sacramento River above Point Sacramento,D4,12/13/2021 0:00,170,12,2021,0.88,1.14,87.7,0.181,NA,124,5190,0.503,2.6,1.6,0.21,0.089,0.115,13.3,9780,17.1,10.6,0.427,EMP,NA,NA,NA,NA,NA,NA
NZ068 in Sacramento River,NZ068,12/13/2021 0:00,171,12,2021,1.55,2.12,80.5,0.066,NA,33.9,810,0.506,2.5,2.5,0.21,0.078,0.093,19.5,1680,24.6,3.2,0.357,EMP,NA,NA,NA,NA,NA,NA
D22 - Sacramento River @ Emmaton,D22,3/8/2021 0:00,172,3,2021,7.71,0.86,85.9,0.095,2.083,30.6,644.7,0.55,3,2.9,0.32,0.083,0.109,19.9,1440,32.4,4.1,0.428,EMP,NA,NA,NA,NA,NA,NA
D22 - Sacramento River @ Emmaton,D22,4/6/2021 0:00,173,4,2021,12.07,2.68,83.4,0.05,1.418,26.3,409.7,0.408,2.8,2.8,0.32,0.07,0.101,16.9,934,36.9,6.2,0.479,EMP,NA,NA,NA,NA,NA,NA
D22 - Sacramento River @ Emmaton,D22,5/6/2021 0:00,174,5,2021,1.55,2.61,83.8,0.071,3.38,41.7,1072,0.356,2.3,2.3,0.18,0.073,0.108,13.9,2180,46.9,4.6,0.389,EMP,NA,NA,NA,NA,NA,NA
D22 - Sacramento River @ Emmaton,D22,6/4/2021 0:00,175,6,2021,1.97,1.04,77.2,0.055,5.2,41.5,1220,0.3,1.9,1.8,0.19,0.09,0.113,14.5,2444,26.7,4.3,0.25,EMP,NA,NA,NA,NA,NA,NA
D22 - Sacramento River @ Emmaton,D22,7/19/2021 0:00,176,7,2021,2.94,1.29,70.9,0.05,NA,33.4,982,0.05,1.9,1.9,0.19,0.08,0.092,12.3,2118,22.2,3.5,0.238,EMP,NA,NA,NA,NA,NA,NA
D22 - Sacramento River @ Emmaton,D22,8/17/2021 0:00,177,8,2021,2.81,1.77,72.2,0.05,NA,46.6,1500,0.081,1.8,1.8,0.24,0.083,0.097,11.5,3150,32,7,0.271,EMP,NA,NA,NA,NA,NA,NA
D22 - Sacramento River @ Emmaton,D22,9/14/2021 0:00,178,9,2021,1.23,2.97,77.4,0.05,NA,33.9,962,0.095,1.8,1.8,0.18,0.073,0.072,14,1934,7.8,2.5,0.206,EMP,NA,NA,NA,NA,NA,NA
D22 - Sacramento River @ Emmaton,D22,10/22/2021 0:00,179,10,2021,1.32,1.62,79.9,0.05,NA,58.7,2250,0.146,1.4,1.4,0.22,0.073,0.083,11.9,4220,30,7.3,0.203,EMP,NA,NA,NA,NA,NA,NA
D22 - Sacramento River @ Emmaton,D22,11/12/2021 0:00,180,11,2021,0.6,3.03,68.8,0.095,NA,28.5,650,0.534,3.8,3.6,0.43,0.084,0.125,17.1,1330,40,5,0.534,EMP,NA,NA,NA,NA,NA,NA
NZ068 in Sacramento River,NZ068,3/8/2021 0:00,181,3,2021,4.99,0.5,84.5,0.096,0.0769,16.9,28.16,0.427,3,2.8,0.22,0.082,0.063,19.3,175,5,2.5,0.351,EMP,NA,NA,NA,NA,NA,NA
NZ068 in Sacramento River,NZ068,4/6/2021 0:00,182,4,2021,5.12,0.73,80.5,0.065,0.0631,15.9,21.97,0.333,2.5,2.5,0.16,0.071,0.069,17.4,150,7.1,2.5,0.328,EMP,NA,NA,NA,NA,NA,NA
NZ068 in Sacramento River,NZ068,5/6/2021 0:00,183,5,2021,3.88,1.54,78.9,0.05,0.237,15.4,78.4,0.252,2.1,2.1,0.17,0.076,0.085,14.7,246,11.7,2.5,0.238,EMP,NA,NA,NA,NA,NA,NA
NZ068 in Sacramento River,NZ068,6/4/2021 0:00,184,6,2021,2.37,0.62,67.7,0.05,0.415,15,126,0.226,1.8,1.8,0.12,0.095,0.09,16.9,330,12.1,4.5,0.175,EMP,NA,NA,NA,NA,NA,NA
NZ068 in Sacramento River,NZ068,7/19/2021 0:00,185,7,2021,3.7,0.66,64.2,0.05,NA,14.2,191,0.104,1.9,1.9,0.14,0.071,0.072,13.3,438,6.1,2.5,0.203,EMP,NA,NA,NA,NA,NA,NA
NZ068 in Sacramento River,NZ068,8/17/2021 0:00,186,8,2021,3.08,1.25,65.6,0.05,NA,16.2,181,0.078,1.8,1.9,0.15,0.07,0.07,14.1,446,10.5,2.5,0.216,EMP,NA,NA,NA,NA,NA,NA
NZ068 in Sacramento River,NZ068,9/14/2021 0:00,187,9,2021,2.44,0.5,80.2,0.05,NA,16.4,161,0.092,1.9,2,0.16,0.072,0.059,16.6,420,4.2,2.5,0.16,EMP,NA,NA,NA,NA,NA,NA
NZ068 in Sacramento River,NZ068,10/22/2021 0:00,188,10,2021,1.85,1.74,71,0.05,NA,16.9,248,0.131,1.6,1.6,0.18,0.051,0.057,15.1,584,16.8,2.5,0.14,EMP,NA,NA,NA,NA,NA,NA
NZ068 in Sacramento River,NZ068,11/12/2021 0:00,189,11,2021,0.81,1.02,73.3,0.058,NA,16.1,45,0.484,3.7,3.6,0.34,0.096,0.106,20.4,211,13.3,2.5,0.425,EMP,NA,NA,NA,NA,NA,NA
D16 - San Joaquin River @ Twitchell Island,D16,1/6/2022 0:00,1,1,2022,0.62,1.4,65.8,0.059,0.114,15.3,30,0.821,5.2,5,0.48,0.071,0.098,18.5,174,15.2,2.5,0.545,EMP,NA,NA,NA,NA,NA,NA
D16 - San Joaquin River @ Twitchell Island,D16,2/8/2022 0:00,2,2,2022,0.5,1.74,76.2,0.05,0.12,16.1,29,0.447,2.9,2.9,0.27,0.06,0.058,18.4,168,5.3,2.5,0.314,EMP,NA,NA,NA,NA,NA,NA
D16 - San Joaquin River @ Twitchell Island,D16,3/10/2022 0:00,3,3,2022,2.65,1.02,76,0.05,0.1,17.3,30,0.315,3.3,3.2,0.29,0.05,0.05,15.7,161,7.6,2.5,0.307,EMP,NA,NA,NA,NA,NA,NA
D16 - San Joaquin River @ Twitchell Island,D16,4/21/2022 0:00,4,4,2022,2.23,1.5,73.6,0.05,0.47,16.4,137,0.243,3.1,3.1,0.23,0.069,0.076,13.1,363,10.5,2.5,0.255,EMP,NA,NA,NA,NA,NA,NA
D16 - San Joaquin River @ Twitchell Island,D16,5/20/2022 0:00,5,5,2022,1.7,1.51,71.3,0.05,0.897,18.7,260,0.213,2.9,2.9,0.2,0.065,0.076,12.9,576,14.5,2.5,0.246,EMP,NA,NA,NA,NA,NA,NA
D16 - San Joaquin River @ Twitchell Island,D16,6/21/2022 0:00,6,6,2022,1.95,0.76,63.8,0.05,0.955,18.8,286,0.164,2.7,2.6,0.15,0.065,0.066,12.2,590,4.9,2.5,0.188,EMP,NA,NA,NA,NA,NA,NA
D16 - San Joaquin River @ Twitchell Island,D16,7/20/2022 0:00,7,7,2022,1.69,0.88,57.5,0.05,0.516,14.1,153,0.073,2.8,2.6,0.14,0.051,0.063,10.9,362,7.8,2.5,0.156,EMP,NA,NA,NA,NA,NA,NA
D16 - San Joaquin River @ Twitchell Island,D16,8/17/2022 0:00,8,8,2022,2.26,1.16,52.8,0.05,0.549,14.1,162,0.067,2.2,2.2,0.12,0.051,0.059,11.2,381,8.5,2.5,0.158,EMP,NA,NA,NA,NA,NA,NA
D16 - San Joaquin River @ Twitchell Island,D16,9/15/2022 0:00,9,9,2022,1.68,0.95,53.5,0.05,0.677,14.5,205,0.082,2.2,2.2,0.11,0.055,0.06,12.5,450,8.5,2.5,0.138,EMP,NA,NA,NA,NA,NA,NA
D16 - San Joaquin River @ Twitchell Island,D16,10/13/2022 0:00,10,10,2022,2.48,0.97,59,0.05,7.7,20.7,400,0.109,2.1,2,0.14,0.054,0.06,11.8,862,8.6,2.5,0.17,EMP,NA,NA,NA,NA,NA,NA
D16 - San Joaquin River @ Twitchell Island,D16,11/15/2022 0:00,11,11,2022,1.22,0.5,60.3,0.05,0.504,15.5,171,0.182,2.3,2.4,0.1,0.055,0.059,12.5,398,6,2.5,0.149,EMP,NA,NA,NA,NA,NA,NA
D16 - San Joaquin River @ Twitchell Island,D16,12/14/2022 0:00,12,12,2022,1.21,0.61,62.7,0.05,0.471,16.3,137,0.331,2.9,2.9,0.16,0.057,0.066,15.3,348,6,2.5,0.227,EMP,NA,NA,NA,NA,NA,NA
D19 - Frank's Tract near Russo's Landing,D19,1/6/2022 0:00,13,1,2022,1.18,1.33,68.5,0.116,0.241,17.6,67,0.907,5.4,5.3,0.51,0.068,0.086,17.9,246,8.2,2.5,0.736,EMP,NA,NA,NA,NA,NA,NA
D19 - Frank's Tract near Russo's Landing,D19,2/8/2022 0:00,14,2,2022,1.25,1.96,74.3,0.05,0.14,16.7,35.9,0.59,4,3.9,0.32,0.063,0.065,18.7,189,5.8,2.5,0.41,EMP,NA,NA,NA,NA,NA,NA
D19 - Frank's Tract near Russo's Landing,D19,3/10/2022 0:00,15,3,2022,2.66,1.25,79,0.05,0.108,18.3,30,0.353,4.3,4.4,0.32,0.05,0.049,15,165,5.3,2.5,0.382,EMP,NA,NA,NA,NA,NA,NA
D19 - Frank's Tract near Russo's Landing,D19,4/21/2022 0:00,16,4,2022,9.21,1.7,73.5,0.05,0.1,15,30,0.123,3.9,3.9,0.28,0.05,0.056,9.79,160,5.4,2.5,0.311,EMP,NA,NA,NA,NA,NA,NA
D19 - Frank's Tract near Russo's Landing,D19,5/20/2022 0:00,17,5,2022,2.47,1.38,67.8,0.05,0.156,14.3,46,0.122,3.3,3.3,0.19,0.05,0.06,10.4,181,5.2,2.5,0.259,EMP,NA,NA,NA,NA,NA,NA
D19 - Frank's Tract near Russo's Landing,D19,6/21/2022 0:00,18,6,2022,1.83,0.56,67.3,0.05,0.426,16.1,129,0.05,3.3,3.5,0.14,0.05,0.058,9.16,322,2.5,2.5,0.213,EMP,NA,NA,NA,NA,NA,NA
D19 - Frank's Tract near Russo's Landing,D19,7/19/2022 0:00,19,7,2022,1.66,0.5,58.3,0.05,0.404,13.9,119,0.05,2.9,2.6,0.1,0.057,0.067,9.98,303,3.1,2.5,0.22,EMP,NA,NA,NA,NA,NA,NA
D19 - Frank's Tract near Russo's Landing,D19,8/16/2022 0:00,20,8,2022,2.11,0.73,53,0.05,0.388,12.8,115,0.05,2.3,2.3,0.11,0.055,0.061,11,295,3.3,2.5,0.191,EMP,NA,NA,NA,NA,NA,NA
D19 - Frank's Tract near Russo's Landing,D19,9/14/2022 0:00,21,9,2022,1.5,0.6,54.7,0.05,0.499,14.1,148,0.05,2.4,2.6,0.13,0.059,0.062,12.3,352,3.1,2.5,0.169,EMP,NA,NA,NA,NA,NA,NA
D19 - Frank's Tract near Russo's Landing,D19,10/13/2022 0:00,22,10,2022,3.64,0.5,57.5,0.05,0.667,15.4,208,0.05,2.5,2.5,0.13,0.05,0.051,10.8,464,2.5,2.5,0.189,EMP,NA,NA,NA,NA,NA,NA
D19 - Frank's Tract near Russo's Landing,D19,11/14/2022 0:00,23,11,2022,1.42,0.5,61,0.05,0.692,17.4,236,0.151,2.4,2.2,0.11,0.051,0.054,12.2,510,3.9,2.5,0.161,EMP,NA,NA,NA,NA,NA,NA
D19 - Frank's Tract near Russo's Landing,D19,12/13/2022 0:00,24,12,2022,1.77,1.37,63.3,0.09,0.79,18.5,210,0.262,2.6,2.7,0.13,0.05,0.059,13.9,528,11.3,2.7,0.329,EMP,NA,NA,NA,NA,NA,NA
D22 - Sacramento River @ Emmaton,D22,1/10/2022 0:00,25,1,2022,0.81,0.84,76.3,0.05,NA,14.6,13.7,0.548,4.5,4.4,0.3,0.065,0.077,18.5,145,10.8,2.5,0.346,EMP,NA,NA,NA,NA,NA,NA
D22 - Sacramento River @ Emmaton,D22,2/10/2022 0:00,26,2,2022,1.31,1.32,78.4,0.05,NA,16.8,43,0.314,2.3,2.3,0.16,0.057,0.062,17.4,189,11.3,2.5,0.209,EMP,NA,NA,NA,NA,NA,NA
D22 - Sacramento River @ Emmaton,D22,3/14/2022 0:00,27,3,2022,1.64,0.5,71,0.05,NA,14.3,27,0.204,2.2,2.1,0.22,0.05,0.041,13.9,149,13.7,2.5,0.244,EMP,NA,NA,NA,NA,NA,NA
D22 - Sacramento River @ Emmaton,D22,4/25/2022 0:00,28,4,2022,5.3,2.55,74.3,0.05,NA,23.4,438,0.247,2.9,2.9,0.27,0.077,0.109,13.3,925,37.3,4.7,0.294,EMP,NA,NA,NA,NA,NA,NA
D22 - Sacramento River @ Emmaton,D22,5/24/2022 0:00,29,5,2022,2.73,1.59,72.3,0.05,NA,29.5,725,0.231,3.7,3.8,0.27,0.073,0.091,13.7,1480,26.7,4.1,0.308,EMP,NA,NA,NA,NA,NA,NA
D22 - Sacramento River @ Emmaton,D22,6/23/2022 0:00,30,6,2022,1.79,0.83,65,0.05,NA,30.1,900,0.191,2.5,2.5,0.18,0.068,0.08,12.8,1680,16,2.6,0.238,EMP,NA,NA,NA,NA,NA,NA
